"District","FIPS","Year","Variable","Measure Type","Value"
"Bridgeport School District","900108070","2012-2013","Student Enrollment","Number","20338"
"Bristol School District","900308490","2012-2013","Student Enrollment","Number","8365"
"Brookfield School District","900108980","2012-2013","Student Enrollment","Number","2793"
"Brooklyn School District","","2012-2013","Student Enrollment","Number","948"
"Canaan School District","","2012-2013","Student Enrollment","Number","75"
"Canterbury School District","","2012-2013","Student Enrollment","Number","499"
"Canton School District","900312270","2012-2013","Student Enrollment","Number","1758"
"Capital Preparatory Harbor School Inc. District","","2012-2013","Student Enrollment","Number","-6666"
"Capitol Region Education Council","","2012-2013","Student Enrollment","Number","6258"
"Chaplin School District","","2012-2013","Student Enrollment","Number","185"
"Charter School for Young Children on Asylum Hill","","2012-2013","Student Enrollment","Number","-6666"
"Cheshire School District","900914160","2012-2013","Student Enrollment","Number","4674"
"Chester School District","","2012-2013","Student Enrollment","Number","252"
"Clinton School District","900715350","2012-2013","Student Enrollment","Number","1989"
"Colchester School District","901115910","2012-2013","Student Enrollment","Number","2893"
"Colebrook School District","","2012-2013","Student Enrollment","Number","104"
"Columbia School District","","2012-2013","Student Enrollment","Number","511"
"Common Ground High School District","","2012-2013","Student Enrollment","Number","169"
"Connecticut","9","2012-2013","Student Enrollment","Number","554804"
"Connecticut Technical High School System","","2012-2013","Student Enrollment","Number","10651"
"Cooperative Educational Services","","2012-2013","Student Enrollment","Number","838"
"Cornwall School District","","2012-2013","Student Enrollment","Number","103"
"Coventry School District","","2012-2013","Student Enrollment","Number","1735"
"Cromwell School District","","2012-2013","Student Enrollment","Number","1985"
"Danbury School District","900118500","2012-2013","Student Enrollment","Number","10950"
"Darien School District","900118850","2012-2013","Student Enrollment","Number","4880"
"Deep River School District","","2012-2013","Student Enrollment","Number","350"
"Department of Mental Health and Addiction Services","","2012-2013","Student Enrollment","Number","-9999"
"Derby School District","900919550","2012-2013","Student Enrollment","Number","1498"
"East Granby School District","900322070","2012-2013","Student Enrollment","Number","865"
"East Haddam School District","","2012-2013","Student Enrollment","Number","1257"
"East Hampton School District","900722490","2012-2013","Student Enrollment","Number","1898"
"East Hartford School District","900322630","2012-2013","Student Enrollment","Number","7053"
"East Haven School District","900922910","2012-2013","Student Enrollment","Number","3241"
"East Lyme School District","901123400","2012-2013","Student Enrollment","Number","2939"
"East Windsor School District","900324800","2012-2013","Student Enrollment","Number","1276"
"Eastern Connecticut Regional Educational Services","","2012-2013","Student Enrollment","Number","330"
"Eastford School District","","2012-2013","Student Enrollment","Number","169"
"Easton School District","","2012-2013","Student Enrollment","Number","1019"
"Ellington School District","901325360","2012-2013","Student Enrollment","Number","2721"
"Elm City College Preparatory School District","","2012-2013","Student Enrollment","Number","604"
"Elm City Montessori School District","","2012-2013","Student Enrollment","Number","-6666"
"Enfield School District","900325990","2012-2013","Student Enrollment","Number","5480"
"Essex School District","","2012-2013","Student Enrollment","Number","530"
"Explorations District","","2012-2013","Student Enrollment","Number","73"
"Fairfield School District","900126620","2012-2013","Student Enrollment","Number","10327"
"Farmington School District","900327600","2012-2013","Student Enrollment","Number","4071"
"Franklin School District","","2012-2013","Student Enrollment","Number","204"
"Glastonbury School District","900331240","2012-2013","Student Enrollment","Number","6606"
"Granby School District","900332640","2012-2013","Student Enrollment","Number","2112"
"Great Oaks Charter School Bridgeport","","2012-2013","Student Enrollment","Number","-6666"
"Greenwich School District","900133620","2012-2013","Student Enrollment","Number","8871"
"Griswold School District","901133900","2012-2013","Student Enrollment","Number","1975"
"Groton School District","901134250","2012-2013","Student Enrollment","Number","4811"
"Guilford School District","900934950","2012-2013","Student Enrollment","Number","3597"
"Hamden School District","900935650","2012-2013","Student Enrollment","Number","5841"
"Hampton School District","","2012-2013","Student Enrollment","Number","116"
"Hartford School District","900337070","2012-2013","Student Enrollment","Number","21965"
"Hartland School District","","2012-2013","Student Enrollment","Number","215"
"Hebron School District","","2012-2013","Student Enrollment","Number","938"
"Highville Charter School District","","2012-2013","Student Enrollment","Number","341"
"Integrated Day Charter School District","","2012-2013","Student Enrollment","Number","330"
"Interdistrict School for Arts and Communication District","","2012-2013","Student Enrollment","Number","191"
"Jumoke Academy District","","2012-2013","Student Enrollment","Number","589"
"Kent School District","","2012-2013","Student Enrollment","Number","271"
"Killingly School District","901540500","2012-2013","Student Enrollment","Number","2716"
"LEARN","","2012-2013","Student Enrollment","Number","1728"
"Lebanon School District","901142390","2012-2013","Student Enrollment","Number","1238"
"Ledyard School District","901142600","2012-2013","Student Enrollment","Number","2616"
"Lisbon School District","","2012-2013","Student Enrollment","Number","448"
"Litchfield School District","900543370","2012-2013","Student Enrollment","Number","1040"
"Madison School District","900944560","2012-2013","Student Enrollment","Number","3390"
"Manchester School District","900344700","2012-2013","Student Enrollment","Number","6275"
"Mansfield School District","","2012-2013","Student Enrollment","Number","1321"
"Marlborough School District","","2012-2013","Student Enrollment","Number","639"
"Meriden School District","900946520","2012-2013","Student Enrollment","Number","8260"
"Middletown School District","900747360","2012-2013","Student Enrollment","Number","4948"
"Milford School District","900947535","2012-2013","Student Enrollment","Number","6670"
"Monroe School District","900148620","2012-2013","Student Enrollment","Number","3488"
"Montville School District","901148900","2012-2013","Student Enrollment","Number","2455"
"Naugatuck School District","900949950","2012-2013","Student Enrollment","Number","4490"
"New Beginnings Inc. Family Academy District","","2012-2013","Student Enrollment","Number","399"
"New Britain School District","900350440","2012-2013","Student Enrollment","Number","10322"
"New Canaan School District","900150580","2012-2013","Student Enrollment","Number","4223"
"New Fairfield School District","900150860","2012-2013","Student Enrollment","Number","2805"
"New Hartford School District","","2012-2013","Student Enrollment","Number","567"
"New Haven School District","900952070","2012-2013","Student Enrollment","Number","21246"
"New London School District","901152350","2012-2013","Student Enrollment","Number","3107"
"New Milford School District","900552630","2012-2013","Student Enrollment","Number","4620"
"Newington School District","900352140","2012-2013","Student Enrollment","Number","4343"
"Newtown School District","900152980","2012-2013","Student Enrollment","Number","5159"
"Norfolk School District","","2012-2013","Student Enrollment","Number","121"
"North Branford School District","900953890","2012-2013","Student Enrollment","Number","2094"
"North Canaan School District","","2012-2013","Student Enrollment","Number","315"
